2.12562442,41.34004482,2
2.12045245,41.33942606,2
2.12452894,41.33766786,1
2.1852720000000003,41.416365,1
2.183245,41.416336,1
2.183245,41.416336,1
2.183561,41.416371999999996,2
2.184059,41.416763,1
2.181225,41.413958,1
2.18229,41.415772,1
2.180453,41.41579,1
2.18114,41.416295,1
2.176324,41.412546,1
2.176324,41.412546,1
2.178314,41.410784,1
2.1777189999999997,41.410323,4
2.17674,41.411445,1
2.1801,41.410287,2
2.1848549999999998,41.408993,1
2.154877,41.38621,1
2.183407,41.407785,1
2.1840330000000003,41.408102,1
2.185732,41.407803,1
2.181775,41.408393,1
2.181955,41.408528999999994,1
2.181123,41.407749,1
2.181123,41.407749,2
2.183407,41.407785,0
2.1857509999999998,41.409684000000006,1
2.185811,41.409729999999996,1
2.185732,41.407803,1
2.18647,41.408498,1
2.186855,41.408522999999995,1
2.183965,41.407337,2
2.186855,41.408522999999995,1
2.187185,41.408131,1
2.18452,41.406912,1
2.185863,41.402617,1
2.188084,41.404624,1
2.188682,41.403765,1
2.1868540000000003,41.405403,1
2.185564,41.407540999999995,1
2.196643,41.411561,1
2.197063,41.411044,0
2.193542,41.413696,2
2.194216,41.414467,1
2.186061,41.405891,1
2.185657,41.406065000000005,1
2.186425,41.409909999999996,1
2.186557,41.409003999999996,1
2.18656,41.410613,1
2.186877,41.410354,2
2.191279,41.411972999999996,1
2.1884,41.410069,1
2.192552,41.407639,1
2.193547,41.411986999999996,1
2.191279,41.411972999999996,1
2.187637,41.410827000000005,1
2.193547,41.411986999999996,1
2.186892,41.413523,1
2.187887,41.414538,2
2.19303,41.410796000000005,1
2.211398,41.421881,1
2.221726,41.410514,4
2.2049090000000002,41.422204,1
2.22051,41.412138,1
2.216609,41.413737,0
2.2003630000000003,41.418811,2
2.202633,41.418803000000004,1
2.201852,41.419652,2
2.201282,41.426638,1
2.20173,41.427479999999996,2
2.2005529999999998,41.426415999999996,1
2.2024,41.420066,1
2.2043220000000003,41.417325,1
2.198959,41.423403,1
2.198539,41.42411,1
2.2039619999999998,41.407568,1
2.21694,41.412696999999994,0
2.216424,41.413489,1
2.20713,41.414859,2
2.216113,41.411226,1
2.20736,41.410118,2
2.2039619999999998,41.407568,1
2.209648,41.416875,2
2.199459,41.397299,3
2.2087060000000003,41.397420000000004,1
2.19633,41.396815000000004,1
2.198332,41.398139,1
2.200803,41.394523,1
2.208398,41.419569,0
2.2018560000000003,41.407389,1
2.198342,41.410089,2
2.205805,41.417384000000006,0
2.1981900000000003,41.411891,1
2.197063,41.411044,0
2.19735,41.411031,2
2.201731,41.409239,1
2.193034,41.407835,1
2.201634,41.414446999999996,0
2.206224,41.416095,1
2.194859,41.409289,1
2.2028939999999997,41.413519,1
2.205048,41.414983,1
2.201634,41.414446999999996,1
2.2030380000000003,41.40997,1
2.20736,41.410118,1
2.198352,41.406690000000005,1
2.193796,41.406675,1
2.208511,41.407540000000004,1
2.20452,41.407344,2
2.210245,41.404509000000004,1
2.209333,41.403729,0
2.209629,41.40958,1
2.205233,41.401617,3
2.196057,41.404944,1
2.202391,41.406085,0
2.200855,41.401938,2
2.204611,41.393827,2
2.205981,41.395376,1
2.203103,41.393091999999996,1
2.1868689999999997,41.393128999999995,1
2.190224,41.392272999999996,2
2.1858049999999998,41.393971,1
2.187949,41.393957,1
2.1897349999999998,41.396734,1
2.1869509999999996,41.399893,1
2.1925470000000002,41.393928,1
2.1868689999999997,41.393128999999995,1
2.1880330000000003,41.402572,1
2.2096400000000003,41.400669,1
2.213772,41.403526,0
2.1903669999999997,41.404181,1
2.21088,41.400104,1
2.215322,41.404969,2
2.218669,41.407651,1
2.222171,41.411355,2
2.218332,41.406911,2
2.194493,41.399488,1
2.217908,41.405822,2
2.217908,41.405822,0
2.193389,41.400040000000004,3
2.214286,41.402570000000004,2
2.201548,41.391096999999995,1
2.2111259999999997,41.401901,1
2.213735,41.402829,1
2.213735,41.402829,1
